text,category
Bought PVR for Rs movie as entertainment,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Bought theatre for Rs drama as entertainment,Entertainment
Went to PVR for movie Rs 484,Entertainment
Paid Rs concert for pass event,Entertainment
Weekend movie with friends,Entertainment
Went for a movie with family,Entertainment
Went for a movie date,Entertainment
Went for a date at a resturant,Entertainment
Date night at a hotel,Entertainment
Bought concert for Rs pass as entertainment,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Went to Netflix for subscription Rs 169,Entertainment
Paid Rs concert for pass event,Entertainment
Paid Rs theatre for drama event,Entertainment
Paid Rs PVR for movie event,Entertainment
Went to Steam for game Rs 1129,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Went to Steam for game Rs 2633,Entertainment
Paid Rs Steam for game event,Entertainment
Paid Rs PVR for movie event,Entertainment
Went to theatre for drama Rs 1648,Entertainment
Went to Netflix for subscription Rs 554,Entertainment
Bought Steam for Rs game as entertainment,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Went to Steam for game Rs 2201,Entertainment
Went to concert for pass Rs 4747,Entertainment
Went to Netflix for subscription Rs 2950,Entertainment
Paid Rs concert for pass event,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Bought Steam for Rs game as entertainment,Entertainment
Went to theatre for drama Rs 441,Entertainment
Went to PVR for movie Rs 2899,Entertainment
Went to PVR for movie Rs 2019,Entertainment
Paid Rs Steam for game event,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Paid Rs concert for pass event,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Went to Netflix for subscription Rs 1155,Entertainment
Went to concert for pass Rs 4179,Entertainment
Bought concert for Rs pass as entertainment,Entertainment
Paid Rs concert for pass event,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Went to PVR for movie Rs 3752,Entertainment
Paid Rs PVR for movie event,Entertainment
Went to PVR for movie Rs 3699,Entertainment
Went to Netflix for subscription Rs 4652,Entertainment
Paid Rs Steam for game event,Entertainment
Went to PVR for movie Rs 2018,Entertainment
Paid Rs PVR for movie event,Entertainment
Went to concert for pass Rs 4525,Entertainment
Paid Rs theatre for drama event,Entertainment
Bought concert for Rs pass as entertainment,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Went to theatre for drama Rs 2245,Entertainment
Paid Rs PVR for movie event,Entertainment
Paid Rs Steam for game event,Entertainment
Paid Rs PVR for movie event,Entertainment
Bought Steam for Rs game as entertainment,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Went to Steam for game Rs 3162,Entertainment
Paid Rs Steam for game event,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Paid Rs PVR for movie event,Entertainment
Bought concert for Rs pass as entertainment,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Bought theatre for Rs drama as entertainment,Entertainment
Bought theatre for Rs drama as entertainment,Entertainment
Went to Steam for game Rs 1383,Entertainment
Paid Rs concert for pass event,Entertainment
Bought Steam for Rs game as entertainment,Entertainment
Bought theatre for Rs drama as entertainment,Entertainment
Bought theatre for Rs drama as entertainment,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Paid Rs concert for pass event,Entertainment
Went to PVR for movie Rs 3548,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Paid Rs concert for pass event,Entertainment
Bought concert for Rs pass as entertainment,Entertainment
Went to Steam for game Rs 1781,Entertainment
Went to PVR for movie Rs 2670,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Went to Steam for game Rs 3290,Entertainment
Paid Rs concert for pass event,Entertainment
Went to Netflix for subscription Rs 4174,Entertainment
Paid Rs PVR for movie event,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Went to concert for pass Rs 997,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Paid Rs concert for pass event,Entertainment
Paid Rs PVR for movie event,Entertainment
Went to theatre for drama Rs 4859,Entertainment
Paid Rs theatre for drama event,Entertainment
Went to Steam for game Rs 2157,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Paid Rs PVR for movie event,Entertainment
Went to PVR for movie Rs 1327,Entertainment
Went to PVR for movie Rs 4368,Entertainment
Paid Rs Steam for game event,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Paid Rs PVR for movie event,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Went to PVR for movie Rs 1967,Entertainment
Paid Rs PVR for movie event,Entertainment
Paid Rs theatre for drama event,Entertainment
Went to PVR for movie Rs 2407,Entertainment
Paid Rs concert for pass event,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Went to concert for pass Rs 1158,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Bought concert for Rs pass as entertainment,Entertainment
Paid Rs concert for pass event,Entertainment
Bought Steam for Rs game as entertainment,Entertainment
Went to Steam for game Rs 1800,Entertainment
Bought Steam for Rs game as entertainment,Entertainment
Bought Steam for Rs game as entertainment,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Paid Rs concert for pass event,Entertainment
Paid Rs concert for pass event,Entertainment
Paid Rs PVR for movie event,Entertainment
Paid Rs PVR for movie event,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Went to theatre for drama Rs 1407,Entertainment
Paid Rs PVR for movie event,Entertainment
Paid Rs Steam for game event,Entertainment
Bought PVR for Rs movie as entertainment,Entertainment
Paid Rs Steam for game event,Entertainment
Paid Rs PVR for movie event,Entertainment
Bought Netflix for Rs subscription as entertainment,Entertainment
Went to PVR for movie Rs 653,Entertainment
Paid Rs Netflix for subscription event,Entertainment
Went to PVR for movie Rs 2602,Entertainment
Ordered jacket online from Myntra Rs 1312,Shopping
Bought watch from Titan for Rs 1190,Shopping
Bought jeans from Levis for Rs 3047,Shopping
Ordered shoes online from Nike Rs 964,Shopping
Purchased bag worth Rs Amazon from 2838,Shopping
Bought watch from Titan for Rs 4917,Shopping
Bought watch from Titan for Rs 4778,Shopping
Purchased watch worth Rs Titan from 4723,Shopping
Ordered watch online from Titan Rs 3318,Shopping
Ordered jacket online from Myntra Rs 4253,Shopping
Purchased bag worth Rs Amazon from 1996,Shopping
Ordered bag online from Amazon Rs 4781,Shopping
Ordered jeans online from Levis Rs 671,Shopping
Ordered jacket online from Myntra Rs 4752,Shopping
Ordered bag online from Amazon Rs 4172,Shopping
Ordered jeans online from Levis Rs 3370,Shopping
Purchased jacket worth Rs Myntra from 2917,Shopping
Ordered jacket online from Myntra Rs 3517,Shopping
Bought bag from Amazon for Rs 1333,Shopping
Bought watch from Titan for Rs 379,Shopping
Purchased jeans worth Rs Levis from 3487,Shopping
Ordered jacket online from Myntra Rs 2946,Shopping
Bought jeans from Levis for Rs 3259,Shopping
Purchased bag worth Rs Amazon from 4230,Shopping
Ordered jeans online from Levis Rs 2547,Shopping
Bought jacket from Myntra for Rs 3871,Shopping
Purchased jeans worth Rs Levis from 1419,Shopping
Purchased bag worth Rs Amazon from 1658,Shopping
Bought jeans from Levis for Rs 849,Shopping
Purchased watch worth Rs Titan from 4384,Shopping
Bought bag from Amazon for Rs 4032,Shopping
Purchased watch worth Rs Titan from 133,Shopping
Bought shoes from Nike for Rs 4497,Shopping
Purchased shoes worth Rs Nike from 4613,Shopping
Ordered shoes online from Nike Rs 3881,Shopping
Ordered watch online from Titan Rs 2978,Shopping
Purchased jacket worth Rs Myntra from 1988,Shopping
Purchased shoes worth Rs Nike from 4635,Shopping
Purchased watch worth Rs Titan from 1873,Shopping
Bought jacket from Myntra for Rs 3292,Shopping
Bought jeans from Levis for Rs 3053,Shopping
Purchased shoes worth Rs Nike from 2361,Shopping
Bought bag from Amazon for Rs 2614,Shopping
Ordered jeans online from Levis Rs 2134,Shopping
Shopping at Zudio,Shopping
Bought a kurthi from Zudio,Shopping
Ordered watch online from Titan Rs 1751,Shopping
Purchased watch worth Rs Titan from 4852,Shopping
Bought shoes from Nike for Rs 4833,Shopping
Ordered jacket online from Myntra Rs 2033,Shopping
Ordered shoes online from Nike Rs 408,Shopping
Bought jeans from Levis for Rs 1144,Shopping
Ordered bag online from Amazon Rs 1029,Shopping
Bought bag from Amazon for Rs 1552,Shopping
Purchased jacket worth Rs Myntra from 3808,Shopping
Purchased watch worth Rs Titan from 255,Shopping
Bought bag from Amazon for Rs 3094,Shopping
Ordered jeans online from Levis Rs 4040,Shopping
Ordered watch online from Titan Rs 1319,Shopping
Purchased jacket worth Rs Myntra from 1926,Shopping
Bought jacket from Myntra for Rs 996,Shopping
Purchased shoes worth Rs Nike from 2699,Shopping
Ordered bag online from Amazon Rs 4192,Shopping
Bought jeans from Levis for Rs 2707,Shopping
Purchased watch worth Rs Titan from 2544,Shopping
Bought watch from Titan for Rs 2471,Shopping
Purchased watch worth Rs Titan from 360,Shopping
Ordered bag online from Amazon Rs 302,Shopping
Ordered jeans online from Levis Rs 2735,Shopping
Purchased jacket worth Rs Myntra from 4153,Shopping
Bought watch from Titan for Rs 252,Shopping
Bought jeans from Levis for Rs 1037,Shopping
Ordered jacket online from Myntra Rs 1770,Shopping
Bought jacket from Myntra for Rs 3280,Shopping
Bought watch from Titan for Rs 3392,Shopping
Ordered bag online from Amazon Rs 2156,Shopping
Bought jeans from Levis for Rs 3150,Shopping
Ordered bag online from Amazon Rs 4583,Shopping
Bought bag from Amazon for Rs 1246,Shopping
Ordered watch online from Titan Rs 3077,Shopping
Bought shoes from Nike for Rs 3226,Shopping
Ordered shoes online from Nike Rs 3226,Shopping
Ordered jacket online from Myntra Rs 3668,Shopping
Ordered shoes online from Nike Rs 4445,Shopping
Ordered bag online from Amazon Rs 2288,Shopping
Ordered jeans online from Levis Rs 4443,Shopping
Purchased bag worth Rs Amazon from 3593,Shopping
Purchased shoes worth Rs Nike from 1205,Shopping
Ordered jacket online from Myntra Rs 1103,Shopping
Ordered shoes online from Nike Rs 804,Shopping
Purchased shoes worth Rs Nike from 1271,Shopping
Purchased bag worth Rs Amazon from 4271,Shopping
Purchased shoes worth Rs Nike from 920,Shopping
Ordered jacket online from Myntra Rs 3314,Shopping
Bought shoes from Nike for Rs 379,Shopping
Purchased jeans worth Rs Levis from 2609,Shopping
Bought shoes from Nike for Rs 3075,Shopping
Ordered watch online from Titan Rs 873,Shopping
Ordered watch online from Titan Rs 3347,Shopping
Ordered bag online from Amazon Rs 2527,Shopping
Bought shoes from Nike for Rs 563,Shopping
Ordered jeans online from Levis Rs 4261,Shopping
Bought jacket from Myntra for Rs 1693,Shopping
Ordered jeans online from Levis Rs 1014,Shopping
Ordered shoes online from Nike Rs 4722,Shopping
Bought jeans from Levis for Rs 3708,Shopping
Ordered shoes online from Nike Rs 4784,Shopping
Bought jacket from Myntra for Rs 1681,Shopping
Bought jacket from Myntra for Rs 1631,Shopping
Ordered bag online from Amazon Rs 875,Shopping
Bought jacket from Myntra for Rs 2479,Shopping
Bought shoes from Nike for Rs 1920,Shopping
Purchased shoes worth Rs Nike from 3793,Shopping
Bought jeans from Levis for Rs 2902,Shopping
Bought jeans from Levis for Rs 4774,Shopping
Purchased bag worth Rs Amazon from 3313,Shopping
Ordered jacket online from Myntra Rs 2093,Shopping
Ordered shoes online from Nike Rs 1411,Shopping
Bought watch from Titan for Rs 2415,Shopping
Bought jeans from Levis for Rs 3731,Shopping
Ordered bag online from Amazon Rs 3990,Shopping
Ordered jacket online from Myntra Rs 1098,Shopping
Purchased shoes worth Rs Nike from 3056,Shopping
Purchased watch worth Rs Titan from 1107,Shopping
Bought jacket from Myntra for Rs 2939,Shopping
Purchased jeans worth Rs Levis from 3829,Shopping
Bought shoes from Nike for Rs 3433,Shopping
Bought watch from Titan for Rs 259,Shopping
Ordered shoes online from Nike Rs 347,Shopping
Bought watch from Titan for Rs 3620,Shopping
Bought bag from Amazon for Rs 2870,Shopping
Ordered bag online from Amazon Rs 3040,Shopping
Ordered jeans online from Levis Rs 3630,Shopping
Ordered jeans online from Levis Rs 4444,Shopping
Purchased jeans worth Rs Levis from 117,Shopping
Purchased shoes worth Rs Nike from 426,Shopping
Purchased shoes worth Rs Nike from 3667,Shopping
Bought shoes from Nike for Rs 1400,Shopping
Ordered jeans online from Levis Rs 499,Shopping
Bought shoes from Nike for Rs 3241,Shopping
Ordered bag online from Amazon Rs 1512,Shopping
Ordered jacket online from Myntra Rs 4216,Shopping
Ordered shoes online from Nike Rs 4221,Shopping
Ordered shoes online from Nike Rs 2721,Shopping
Ordered watch online from Titan Rs 2034,Shopping
Ordered jacket online from Myntra Rs 4115,Shopping
Ordered shoes online from Nike Rs 312,Shopping
Ordered jacket online from Myntra Rs 467,Shopping
Bought jacket from Myntra for Rs 341,Shopping
Purchased jeans worth Rs Levis from 125,Shopping
Purchased jeans worth Rs Levis from 4276,Shopping
Purchased shoes worth Rs Nike from 3305,Shopping
Rs mobile debited for 1135 payment,Utilities
Settled mobile charges of Rs 1266,Utilities
Rs electricity debited for 2954 payment,Utilities
Settled mobile charges of Rs 2337,Utilities
Rs water debited for 1565 payment,Utilities
Settled electricity charges of Rs 1867,Utilities
Rs internet debited for 1463 payment,Utilities
Settled internet charges of Rs 578,Utilities
Settled mobile charges of Rs 684,Utilities
Rs mobile debited for 2212 payment,Utilities
Paid Rs electricity for 2571 bill,Utilities
Settled gas charges of Rs 1714,Utilities
Paid Rs mobile for 1986 bill,Utilities
Rs internet debited for 1456 payment,Utilities
Rs electricity debited for 1973 payment,Utilities
Paid Rs mobile for 2677 bill,Utilities
Rs gas debited for 2234 payment,Utilities
Settled electricity charges of Rs 1913,Utilities
Settled water charges of Rs 305,Utilities
Settled internet charges of Rs 489,Utilities
Paid Rs water for 429 bill,Utilities
Rs water debited for 2543 payment,Utilities
Rs internet debited for 298 payment,Utilities
Paid Rs internet for 2145 bill,Utilities
Rs water debited for 2182 payment,Utilities
Paid Rs internet for 2741 bill,Utilities
Rs gas debited for 2615 payment,Utilities
Settled internet charges of Rs 1138,Utilities
Paid Rs mobile for 116 bill,Utilities
Paid Rs internet for 366 bill,Utilities
Rs water debited for 1736 payment,Utilities
Rs electricity debited for 1837 payment,Utilities
Settled electricity charges of Rs 783,Utilities
Paid Rs gas for 709 bill,Utilities
Rs internet debited for 2803 payment,Utilities
Paid Rs gas for 907 bill,Utilities
Rs electricity debited for 1599 payment,Utilities
Rs mobile debited for 2925 payment,Utilities
Paid Rs internet for 1439 bill,Utilities
Rs mobile debited for 1025 payment,Utilities
Paid Rs water for 2328 bill,Utilities
Settled electricity charges of Rs 2742,Utilities
Settled internet charges of Rs 2398,Utilities
Settled electricity charges of Rs 2997,Utilities
Settled water charges of Rs 232,Utilities
Rs water debited for 1455 payment,Utilities
Paid Rs gas for 752 bill,Utilities
Rs gas debited for 2426 payment,Utilities
Paid Rs water for 2637 bill,Utilities
Rs internet debited for 118 payment,Utilities
Rs mobile debited for 429 payment,Utilities
Settled water charges of Rs 1002,Utilities
Rs internet debited for 342 payment,Utilities
Settled mobile charges of Rs 1669,Utilities
Settled internet charges of Rs 178,Utilities
Settled gas charges of Rs 602,Utilities
Rs electricity debited for 683 payment,Utilities
Rs water debited for 190 payment,Utilities
Rs water debited for 1794 payment,Utilities
Paid Rs internet for 2739 bill,Utilities
Paid Rs gas for 1733 bill,Utilities
Rs gas debited for 1378 payment,Utilities
Rs gas debited for 448 payment,Utilities
Settled gas charges of Rs 1706,Utilities
Rs internet debited for 1088 payment,Utilities
Rs water debited for 1272 payment,Utilities
Settled mobile charges of Rs 609,Utilities
Paid Rs electricity for 2975 bill,Utilities
Paid Rs mobile for 1432 bill,Utilities
Paid Rs electricity for 2341 bill,Utilities
Paid Rs mobile for 2643 bill,Utilities
Rs electricity debited for 2285 payment,Utilities
Rs electricity debited for 2622 payment,Utilities
Settled internet charges of Rs 2342,Utilities
Rs internet debited for 775 payment,Utilities
Rs mobile debited for 2041 payment,Utilities
Paid Rs water for 345 bill,Utilities
Paid Rs internet for 546 bill,Utilities
Rs internet debited for 1830 payment,Utilities
Rs gas debited for 115 payment,Utilities
Settled internet charges of Rs 1919,Utilities
Paid Rs mobile for 1526 bill,Utilities
Paid Rs electricity for 2828 bill,Utilities
Paid Rs internet for 535 bill,Utilities
Paid Rs internet for 2929 bill,Utilities
Settled gas charges of Rs 1801,Utilities
Settled mobile charges of Rs 1831,Utilities
Rs gas debited for 2845 payment,Utilities
Settled mobile charges of Rs 1746,Utilities
Paid Rs mobile for 1974 bill,Utilities
Settled gas charges of Rs 1999,Utilities
Rs gas debited for 1411 payment,Utilities
Settled electricity charges of Rs 220,Utilities
Paid Rs mobile for 1192 bill,Utilities
Settled internet charges of Rs 2781,Utilities
Paid Rs internet for 2567 bill,Utilities
Rs gas debited for 238 payment,Utilities
Paid Rs water for 1639 bill,Utilities
Rs water debited for 2948 payment,Utilities
Paid Rs internet for 1960 bill,Utilities
Paid Rs gas for 533 bill,Utilities
Settled mobile charges of Rs 338,Utilities
Rs gas debited for 1980 payment,Utilities
Rs internet debited for 1255 payment,Utilities
Paid Rs gas for 1447 bill,Utilities
Paid Rs mobile for 2613 bill,Utilities
Rs electricity debited for 1835 payment,Utilities
Settled gas charges of Rs 2147,Utilities
Paid Rs mobile for 361 bill,Utilities
Rs gas debited for 191 payment,Utilities
Settled gas charges of Rs 1726,Utilities
Settled water charges of Rs 147,Utilities
Settled water charges of Rs 1740,Utilities
Paid Rs gas for 1685 bill,Utilities
Settled electricity charges of Rs 2075,Utilities
Settled internet charges of Rs 2767,Utilities
Rs internet debited for 502 payment,Utilities
Paid Rs mobile for 766 bill,Utilities
Paid Rs internet for 924 bill,Utilities
Settled mobile charges of Rs 2491,Utilities
Paid Rs water for 2590 bill,Utilities
Paid Rs gas for 984 bill,Utilities
Settled internet charges of Rs 1067,Utilities
Rs mobile debited for 723 payment,Utilities
Paid Rs mobile for 2821 bill,Utilities
Paid Rs internet for 1767 bill,Utilities
Paid Rs internet for 2011 bill,Utilities
Rs mobile debited for 319 payment,Utilities
Paid Rs electricity for 2101 bill,Utilities
Settled internet charges of Rs 502,Utilities
Settled gas charges of Rs 287,Utilities
Paid Rs mobile for 2641 bill,Utilities
Settled internet charges of Rs 812,Utilities
Rs mobile debited for 2797 payment,Utilities
Paid Rs water for 849 bill,Utilities
Settled internet charges of Rs 1327,Utilities
Paid Rs water for 2136 bill,Utilities
Settled water charges of Rs 2485,Utilities
Paid Rs gas for 1180 bill,Utilities
Rs internet debited for 1761 payment,Utilities
Rs electricity debited for 2485 payment,Utilities
Settled internet charges of Rs 1759,Utilities
Paid Rs water for 1559 bill,Utilities
Settled gas charges of Rs 2123,Utilities
Paid Rs electricity for 2580 bill,Utilities
Rs electricity debited for 2350 payment,Utilities
Settled gas charges of Rs 1233,Utilities
Rs electricity debited for 2274 payment,Utilities
Settled internet charges of Rs 333,Utilities
Paid Rs electricity for 170 bill,Utilities
Paid Rs Cloud Computing for 2624 course,Education
Course fee Rs Data Science for 1764 training,Education
Course fee Rs Excel for 183 training,Education
Enrolled in Python at Rs 2111,Education
Enrolled in Cloud Computing at Rs 1537,Education
Enrolled in Data Science at Rs 1009,Education
Enrolled in Machine Learning at Rs 2958,Education
Enrolled in Cloud Computing at Rs 2692,Education
Course fee Rs Data Science for 894 training,Education
Paid Rs Data Science for 373 course,Education
Enrolled in Machine Learning at Rs 657,Education
Course fee Rs Excel for 1615 training,Education
Course fee Rs Excel for 2286 training,Education
Enrolled in Cloud Computing at Rs 1131,Education
Paid Rs Python for 2278 course,Education
Enrolled in Data Science at Rs 1647,Education
Enrolled in Cloud Computing at Rs 704,Education
Course fee Rs Cloud Computing for 708 training,Education
Enrolled in Python at Rs 934,Education
Course fee Rs Python for 2705 training,Education
Enrolled in Machine Learning at Rs 2497,Education
Enrolled in Machine Learning at Rs 1858,Education
Enrolled in Data Science at Rs 1245,Education
Enrolled in Python at Rs 2807,Education
Enrolled in Data Science at Rs 1995,Education
Paid Rs Cloud Computing for 662 course,Education
Course fee Rs Excel for 173 training,Education
Paid Rs Machine Learning for 963 course,Education
Course fee Rs Data Science for 1510 training,Education
Course fee Rs Excel for 173 training,Education
Enrolled in Python at Rs 1688,Education
Course fee Rs Cloud Computing for 877 training,Education
Enrolled in Excel at Rs 1203,Education
Paid Rs Data Science for 166 course,Education
Course fee Rs Data Science for 569 training,Education
Enrolled in Python at Rs 2653,Education
Paid Rs Excel for 1183 course,Education
Course fee Rs Machine Learning for 2649 training,Education
Paid Rs Data Science for 471 course,Education
Enrolled in Excel at Rs 1474,Education
Paid Rs Python for 488 course,Education
Course fee Rs Data Science for 2293 training,Education
Paid Rs Machine Learning for 1135 course,Education
Paid Rs Python for 1562 course,Education
Paid Rs Cloud Computing for 650 course,Education
Enrolled in Excel at Rs 2445,Education
Enrolled in Cloud Computing at Rs 869,Education
Enrolled in Data Science at Rs 1309,Education
Paid Rs Cloud Computing for 1216 course,Education
Course fee Rs Machine Learning for 2181 training,Education
Course fee Rs Machine Learning for 2156 training,Education
Enrolled in Data Science at Rs 651,Education
Course fee Rs Machine Learning for 2203 training,Education
Course fee Rs Excel for 470 training,Education
Enrolled in Python at Rs 245,Education
Enrolled in Python at Rs 2506,Education
Enrolled in Data Science at Rs 714,Education
Course fee Rs Excel for 896 training,Education
Enrolled in Cloud Computing at Rs 493,Education
Course fee Rs Excel for 1968 training,Education
Course fee Rs Machine Learning for 2783 training,Education
Paid Rs Data Science for 2562 course,Education
Course fee Rs Cloud Computing for 1307 training,Education
Paid Rs Data Science for 2217 course,Education
Enrolled in Cloud Computing at Rs 1456,Education
Course fee Rs Cloud Computing for 368 training,Education
Paid Rs Cloud Computing for 2892 course,Education
Paid Rs Python for 2909 course,Education
Paid Rs Python for 2656 course,Education
Paid Rs Cloud Computing for 198 course,Education
Enrolled in Excel at Rs 2394,Education
Paid Rs Data Science for 1796 course,Education
Course fee Rs Data Science for 2711 training,Education
Paid Rs Excel for 193 course,Education
Paid Rs Excel for 931 course,Education
Enrolled in Data Science at Rs 2492,Education
Enrolled in Cloud Computing at Rs 2770,Education
Enrolled in Machine Learning at Rs 2112,Education
Enrolled in Python at Rs 2184,Education
Paid Rs Machine Learning for 813 course,Education
Course fee Rs Excel for 2281 training,Education
Course fee Rs Python for 2176 training,Education
Paid Rs Cloud Computing for 813 course,Education
Paid Rs Machine Learning for 683 course,Education
Enrolled in Data Science at Rs 1416,Education
Enrolled in Cloud Computing at Rs 2478,Education
Paid Rs Excel for 681 course,Education
Paid Rs Machine Learning for 1892 course,Education
Paid Rs Python for 2595 course,Education
Enrolled in Cloud Computing at Rs 2936,Education
Paid Rs Machine Learning for 2763 course,Education
Course fee Rs Machine Learning for 1546 training,Education
Paid Rs Python for 2635 course,Education
Course fee Rs Machine Learning for 2075 training,Education
Enrolled in Python at Rs 2363,Education
Paid Rs Python for 2056 course,Education
Paid Rs Python for 2545 course,Education
Enrolled in Excel at Rs 536,Education
Paid Rs Data Science for 1497 course,Education
Course fee Rs Excel for 994 training,Education
Course fee Rs Excel for 1357 training,Education
Course fee Rs Data Science for 168 training,Education
Enrolled in Cloud Computing at Rs 2303,Education
Enrolled in Cloud Computing at Rs 2120,Education
Course fee Rs Data Science for 2374 training,Education
Course fee Rs Python for 579 training,Education
Enrolled in Machine Learning at Rs 1365,Education
Course fee Rs Cloud Computing for 827 training,Education
Paid Rs Machine Learning for 2428 course,Education
Enrolled in Excel at Rs 2724,Education
Enrolled in Python at Rs 583,Education
Enrolled in Python at Rs 2831,Education
Enrolled in Excel at Rs 1295,Education
Paid Rs Cloud Computing for 1854 course,Education
Enrolled in Data Science at Rs 1285,Education
Enrolled in Cloud Computing at Rs 964,Education
Paid Rs Excel for 147 course,Education
Paid Rs Data Science for 442 course,Education
Enrolled in Data Science at Rs 1926,Education
Enrolled in Cloud Computing at Rs 2034,Education
Enrolled in Data Science at Rs 1565,Education
Enrolled in Python at Rs 2258,Education
Paid Rs Python for 2958 course,Education
Course fee Rs Data Science for 1202 training,Education
Enrolled in Cloud Computing at Rs 900,Education
Enrolled in Cloud Computing at Rs 408,Education
Course fee Rs Data Science for 211 training,Education
Paid Rs Cloud Computing for 2440 course,Education
Paid Rs Machine Learning for 2266 course,Education
Enrolled in Data Science at Rs 864,Education
Enrolled in Machine Learning at Rs 1565,Education
Course fee Rs Data Science for 169 training,Education
Enrolled in Python at Rs 1775,Education
Enrolled in Machine Learning at Rs 336,Education
Enrolled in Excel at Rs 577,Education
Paid Rs Cloud Computing for 2839 course,Education
Enrolled in Python at Rs 2994,Education
Course fee Rs Data Science for 1645 training,Education
Enrolled in Cloud Computing at Rs 1630,Education
Paid Rs Python for 297 course,Education
Course fee Rs Python for 2684 training,Education
Enrolled in Python at Rs 2817,Education
Enrolled in Cloud Computing at Rs 758,Education
Enrolled in Python at Rs 2735,Education
Course fee Rs Excel for 660 training,Education
Course fee Rs Machine Learning for 2293 training,Education
Paid Rs Machine Learning for 2532 course,Education
Course fee Rs Cloud Computing for 1404 training,Education
Enrolled in Cloud Computing at Rs 2599,Education
Course fee Rs Cloud Computing for 381 training,Education
Mobile recharge of Rs VI via 1726,Recharge
Rs VI spent on 596 top-up,Recharge
Mobile recharge of Rs BSNL via 343,Recharge
Recharged Jio for Rs 2547,Recharge
Recharged Jio for Rs 2612,Recharge
Recharged VI for Rs 2135,Recharge
Rs Jio spent on 1658 top-up,Recharge
Recharged VI for Rs 2931,Recharge
Rs BSNL spent on 1682 top-up,Recharge
Recharged Vodafone for Rs 2345,Recharge
Mobile recharge of Rs VI via 468,Recharge
Rs VI spent on 352 top-up,Recharge
Recharged Vodafone for Rs 346,Recharge
Recharged VI for Rs 2233,Recharge
Mobile recharge of Rs BSNL via 1240,Recharge
Rs VI spent on 1064 top-up,Recharge
Recharged Vodafone for Rs 739,Recharge
Mobile recharge of Rs Jio via 1640,Recharge
Recharged Airtel for Rs 1251,Recharge
Rs VI spent on 2770 top-up,Recharge
Rs Jio spent on 1575 top-up,Recharge
Mobile recharge of Rs Vodafone via 510,Recharge
Rs BSNL spent on 666 top-up,Recharge
Rs Vodafone spent on 1461 top-up,Recharge
Rs Airtel spent on 1287 top-up,Recharge
Rs Airtel spent on 1810 top-up,Recharge
Rs VI spent on 104 top-up,Recharge
Recharged BSNL for Rs 458,Recharge
Mobile recharge of Rs Vodafone via 1780,Recharge
Rs Airtel spent on 2664 top-up,Recharge
Recharged VI for Rs 563,Recharge
Mobile recharge of Rs Vodafone via 1573,Recharge
Rs Vodafone spent on 2749 top-up,Recharge
Mobile recharge of Rs Vodafone via 1901,Recharge
Recharged VI for Rs 1639,Recharge
Recharged Vodafone for Rs 2333,Recharge
Recharged BSNL for Rs 1568,Recharge
Rs Vodafone spent on 2331 top-up,Recharge
Recharged BSNL for Rs 1792,Recharge
Recharged Airtel for Rs 2754,Recharge
Mobile recharge of Rs Airtel via 2116,Recharge
Mobile recharge of Rs Airtel via 517,Recharge
Rs Jio spent on 2131 top-up,Recharge
Rs Vodafone spent on 245 top-up,Recharge
Rs VI spent on 1766 top-up,Recharge
Recharged Vodafone for Rs 471,Recharge
Rs BSNL spent on 943 top-up,Recharge
Rs BSNL spent on 173 top-up,Recharge
Mobile recharge of Rs VI via 1393,Recharge
Rs BSNL spent on 2596 top-up,Recharge
Mobile recharge of Rs Vodafone via 1875,Recharge
Mobile recharge of Rs BSNL via 1942,Recharge
Recharged Airtel for Rs 2118,Recharge
Recharged Airtel for Rs 2673,Recharge
Recharged Vodafone for Rs 2881,Recharge
Mobile recharge of Rs Airtel via 1781,Recharge
Recharged Jio for Rs 568,Recharge
Mobile recharge of Rs Airtel via 2804,Recharge
